Id,MSSubClass,MSZoning,Street,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
363,85,RL,Pave,Reg,1Fam,7,2003,2003,BrkFace,Ex,Y,1922,3,0,4,1,Gd,7,1,2,0,7,2009,ConLD,Normal,198500
364,160,RM,Pave,Reg,Twnhs,6,1972,2007,BrkFace,Gd,Y,987,1,1,2,1,Gd,5,0,1,0,5,2009,WD,Normal,118000
365,60,RL,Pave,IR1,1Fam,6,1976,1976,BrkFace,TA,Y,1574,2,1,3,1,TA,6,1,2,0,7,2006,WD,Normal,190000
366,70,RM,Pave,Reg,1Fam,5,1920,1997,None,Gd,Y,1344,1,0,3,1,TA,6,0,1,0,7,2009,WD,Normal,147000
367,20,RL,Pave,IR1,1Fam,6,1963,1963,BrkFace,Gd,Y,1394,1,1,3,1,TA,6,2,2,0,7,2009,WD,Normal,159000
368,80,RL,Pave,IR1,1Fam,6,1962,1962,BrkFace,Gd,Y,1431,1,0,3,1,TA,6,1,1,0,12,2008,WD,Normal,165000
369,20,RL,Pave,Reg,1Fam,5,1954,1954,BrkFace,Gd,Y,1268,1,0,2,1,TA,7,1,1,0,3,2010,WD,Normal,132000
370,20,RL,Pave,IR1,1Fam,5,1959,2006,None,Ex,Y,1287,1,0,3,1,Gd,7,1,2,0,3,2010,WD,Normal,162000
371,60,RL,Pave,IR1,1Fam,6,2000,2000,None,Ex,Y,1664,2,1,3,1,TA,7,1,2,0,1,2006,WD,Normal,172400
372,50,RL,Pave,Reg,1Fam,4,1959,1959,None,TA,Y,1588,2,0,4,1,TA,7,1,2,0,7,2008,WD,Normal,134432
373,120,RL,Pave,Reg,TwnhsE,6,1984,1984,None,TA,Y,752,1,0,2,1,TA,4,0,1,0,2,2010,WD,Normal,125000
374,20,RL,Pave,Reg,1Fam,5,1953,1953,None,TA,Y,1319,1,0,3,1,TA,5,0,1,0,11,2009,WD,Normal,123000
375,60,RL,Pave,Reg,1Fam,7,2003,2004,None,Ex,Y,1928,2,1,4,1,Gd,8,1,2,0,7,2007,WD,Normal,219500
376,30,RL,Pave,IR1,1Fam,1,1922,1950,None,Gd,N,904,0,1,1,1,Fa,4,0,0,0,3,2009,WD,Normal,61000
377,85,RL,Pave,IR1,1Fam,5,1996,1996,None,Ex,Y,914,1,0,2,1,TA,5,0,2,0,7,2006,WD,Normal,148000
378,60,FV,Pave,IR1,1Fam,8,2004,2005,None,Ex,Y,2466,3,0,4,1,Gd,8,1,2,0,12,2007,WD,Normal,340000
379,20,RL,Pave,Reg,1Fam,9,2010,2010,Stone,Ex,Y,1856,1,1,1,1,Ex,8,1,3,0,6,2010,New,Partial,394432
380,60,RL,Pave,IR1,1Fam,6,2000,2000,BrkFace,Ex,Y,1800,2,1,3,1,TA,7,1,2,0,6,2009,WD,Normal,179000
381,50,RL,Pave,Reg,1Fam,5,1924,1950,None,TA,Y,1691,2,0,3,1,Gd,6,1,1,0,5,2010,WD,Normal,127000
382,20,FV,Pave,Reg,1Fam,7,2006,2006,None,Ex,Y,1301,2,0,2,1,Gd,5,1,2,0,8,2006,New,Partial,187750
383,60,RL,Pave,IR1,1Fam,7,2006,2006,None,Ex,Y,1797,2,1,3,1,Gd,8,0,2,0,4,2007,WD,Normal,213500
384,45,RH,Pave,Reg,1Fam,6,1928,1950,None,TA,N,784,1,0,2,1,TA,5,0,2,0,10,2009,WD,Normal,76000
385,60,RL,Pave,IR2,1Fam,6,1992,1992,None,Ex,Y,1953,2,1,3,1,Gd,9,2,2,0,6,2007,WD,Normal,240000
386,120,RL,Pave,Reg,TwnhsE,8,2004,2005,BrkFace,Ex,Y,1269,2,0,2,1,Gd,6,1,2,0,4,2010,WD,Normal,192000
387,50,RL,Pave,Reg,1Fam,5,1910,1996,None,TA,Y,1184,1,0,5,1,TA,8,0,0,0,5,2006,WD,AdjLand,81000
388,80,RL,Pave,Reg,1Fam,6,1976,1976,BrkFace,Ex,Y,1125,1,0,3,1,TA,6,1,1,0,10,2009,WD,Abnorml,125000
389,20,RL,Pave,IR1,1Fam,7,1999,2000,BrkFace,Ex,Y,1479,2,0,3,1,Gd,6,0,2,0,7,2008,WD,Normal,191000
390,60,RL,Pave,Reg,1Fam,10,2007,2008,Stone,Ex,Y,2332,2,1,3,1,Ex,9,1,3,0,8,2008,New,Partial,426000
391,50,RL,Pave,Reg,1Fam,5,1900,1950,None,Ex,Y,1367,1,0,4,1,TA,7,0,1,0,4,2008,WD,Normal,119000
392,60,RL,Pave,IR1,1Fam,6,2001,2002,None,Ex,Y,1961,2,1,3,1,Gd,7,1,2,0,6,2009,WD,Normal,215000
393,20,RL,Pave,IR1,1Fam,5,1959,1959,None,TA,Y,882,1,0,3,1,TA,5,0,1,1200,7,2007,WD,Normal,106500
394,30,RL,Pave,Reg,1Fam,4,1941,1950,None,TA,Y,788,1,0,2,1,TA,4,2,0,0,4,2006,WD,Abnorml,100000
395,50,RL,Pave,Reg,1Fam,5,1940,1950,None,Gd,Y,1034,1,0,2,1,TA,5,0,1,0,7,2007,WD,Normal,109000
396,20,RL,Pave,Reg,1Fam,5,1956,1956,None,TA,Y,1144,1,0,3,1,TA,6,0,1,0,6,2010,WD,Normal,129000
397,20,RL,Pave,Reg,1Fam,5,1972,1972,None,TA,Y,894,1,0,2,1,TA,6,0,2,0,9,2009,WD,Normal,123000
398,60,RL,Pave,Reg,1Fam,5,1962,1962,BrkFace,TA,Y,1812,2,0,4,1,TA,8,1,1,0,7,2007,WD,Normal,169500
399,30,RM,Pave,Reg,1Fam,5,1920,1950,None,Gd,Y,1077,1,0,2,1,TA,6,0,1,0,11,2007,WD,Abnorml,67000
400,60,FV,Pave,Reg,1Fam,7,2006,2007,Stone,Ex,Y,1550,2,0,2,1,Gd,7,0,2,0,10,2009,WD,Normal,241000
401,120,RL,Pave,IR2,TwnhsE,8,1996,1996,None,Ex,Y,1288,1,1,1,1,Ex,4,2,2,0,12,2008,WD,Normal,245500
402,20,RL,Pave,IR1,1Fam,7,2005,2005,None,Ex,Y,1310,2,0,3,1,Gd,6,1,2,0,7,2006,New,Partial,164990
403,30,RL,Pave,Reg,1Fam,5,1940,1997,None,Ex,Y,672,1,0,2,1,TA,4,0,1,0,8,2008,WD,Normal,108000
404,60,RL,Pave,Reg,1Fam,8,1998,1998,BrkFace,Gd,Y,2263,2,1,4,1,Gd,10,1,2,0,7,2006,WD,Abnorml,258000
405,60,RL,Pave,IR1,1Fam,6,1995,1996,None,Gd,Y,1572,2,1,3,1,TA,7,1,2,0,5,2007,WD,Normal,168000
406,20,RL,Pave,IR1,1Fam,4,1976,1993,None,Ex,Y,1620,2,0,3,1,TA,8,1,2,0,6,2009,WD,Normal,150000
407,50,RL,Pave,Reg,1Fam,6,1936,1950,None,Ex,Y,1639,1,0,3,1,TA,6,0,1,0,3,2008,WD,Normal,115000
408,70,RL,Pave,Reg,1Fam,6,1915,1976,None,Ex,Y,1680,2,0,4,1,TA,8,0,1,0,3,2008,WD,Normal,177000
409,60,RL,Pave,Reg,1Fam,7,2006,2006,BrkFace,Ex,Y,2172,2,1,3,1,Gd,9,1,3,0,8,2007,New,Partial,280000
410,60,FV,Pave,Reg,1Fam,8,2007,2008,Stone,Ex,Y,2078,2,1,3,1,Ex,8,1,3,0,4,2008,New,Partial,339750
411,20,RL,Pave,Reg,1Fam,5,1958,1958,None,TA,Y,1276,1,0,3,1,TA,5,0,1,0,6,2009,COD,Abnorml,60000
412,190,RL,Pave,Reg,2fmCon,5,1955,1955,None,TA,N,1056,1,0,3,1,TA,5,0,2,0,1,2006,WD,Normal,145000
413,20,FV,Pave,IR2,1Fam,7,2009,2009,Stone,Ex,Y,1478,2,1,2,1,Gd,7,1,2,0,6,2010,New,Partial,222000
414,30,RM,Pave,Reg,1Fam,5,1927,1950,None,Gd,Y,1028,1,0,2,1,TA,5,1,2,0,3,2010,WD,Normal,115000
415,60,RL,Pave,IR2,1Fam,7,1993,1993,None,Ex,Y,2097,2,1,3,1,Gd,9,1,3,0,12,2008,WD,Normal,228000
416,20,RL,Pave,IR1,1Fam,7,2007,2007,None,Ex,Y,1340,2,0,3,1,Gd,6,0,2,0,8,2007,New,Partial,181134
417,60,RL,Pave,Reg,1Fam,6,1978,1978,BrkFace,TA,Y,1400,1,1,3,1,TA,6,1,2,0,3,2006,WD,Normal,149500
418,70,RL,Pave,IR1,1Fam,6,1918,1950,None,TA,N,2624,2,1,4,1,TA,10,1,3,0,11,2007,WD,Normal,239000
419,50,RL,Pave,Reg,1Fam,5,1940,1950,None,Fa,N,1134,1,1,3,1,TA,7,0,1,0,4,2007,WD,AdjLand,126000
420,20,RL,Pave,Reg,1Fam,5,1968,1968,None,Ex,Y,1056,1,0,3,1,TA,6,1,1,0,7,2010,WD,Normal,142000
421,90,RM,Pave,Reg,Duplex,7,1997,1998,BrkFace,Ex,Y,1344,2,0,2,2,TA,8,0,4,0,11,2008,WD,Alloca,206300
422,20,RL,Pave,IR1,1Fam,6,1977,2000,Stone,Gd,Y,1602,2,0,3,1,Gd,8,1,2,0,6,2009,WD,Normal,215000
423,20,RL,Pave,Reg,1Fam,5,1954,1954,None,Ex,Y,988,1,0,2,1,TA,4,0,2,0,2,2008,WD,Normal,113000
424,60,RL,Pave,Reg,1Fam,8,1998,1998,BrkFace,Gd,Y,2630,2,1,4,1,Gd,8,1,3,0,6,2008,WD,Normal,315000
425,20,RL,Pave,Reg,1Fam,6,1956,1956,BrkFace,Gd,Y,1196,1,0,2,1,TA,6,1,1,0,5,2008,WD,Normal,139000
426,60,RM,Pave,Reg,1Fam,7,1946,1992,None,Gd,Y,1389,1,1,3,1,TA,6,2,1,0,9,2009,WD,Normal,135000
427,80,RL,Pave,Reg,1Fam,7,1989,1989,BrkFace,Gd,Y,1644,2,0,2,1,Gd,5,1,2,0,8,2009,WD,Normal,275000
428,20,RL,Pave,IR1,1Fam,4,1957,1957,None,Ex,Y,907,1,0,3,1,TA,5,0,1,0,7,2008,WD,Normal,109008
429,20,RL,Pave,Reg,1Fam,7,2007,2007,BrkFace,Ex,Y,1208,2,0,2,1,Gd,6,0,2,0,9,2007,New,Partial,195400
430,20,RL,Pave,IR1,1Fam,6,1988,1988,None,TA,Y,1412,2,0,3,1,Gd,6,1,2,0,3,2009,WD,Normal,175000
431,160,RM,Pave,Reg,Twnhs,6,1971,1971,BrkFace,TA,Y,987,1,1,2,1,TA,4,0,1,0,7,2008,COD,Abnorml,85400
432,50,RM,Pave,IR1,1Fam,6,1920,1998,None,Gd,Y,1198,1,0,4,1,TA,7,0,0,0,9,2008,ConLD,Abnorml,79900
433,160,RM,Pave,Reg,TwnhsE,5,1971,1971,BrkFace,Ex,Y,1365,1,1,2,1,TA,6,0,2,0,8,2007,WD,Normal,122500
434,60,RL,Pave,IR1,1Fam,6,1997,1998,None,Ex,Y,1604,2,1,3,1,TA,7,1,2,0,7,2008,WD,Normal,181000
435,180,RM,Pave,Reg,Twnhs,4,1972,1972,None,Gd,Y,630,1,0,1,1,TA,3,0,0,0,6,2008,WD,Normal,81000
436,60,RL,Pave,IR2,1Fam,7,1996,1996,None,Ex,Y,1661,2,1,3,1,Gd,6,1,2,0,4,2009,ConLw,Normal,212000
437,50,RM,Pave,Reg,1Fam,6,1920,1950,None,TA,Y,1118,1,0,2,1,TA,6,0,2,0,10,2006,WD,Normal,116000
438,45,RM,Pave,Reg,1Fam,6,1926,2004,None,Gd,Y,904,1,0,2,1,TA,4,0,1,0,1,2009,WD,Normal,119000
439,30,RL,Pave,Reg,1Fam,5,1913,2002,None,TA,N,694,1,0,2,1,Gd,4,1,1,0,3,2007,WD,Normal,90350
440,50,RL,Pave,Reg,1Fam,6,1920,2000,None,Gd,Y,1196,1,0,3,1,Gd,7,0,2,800,8,2009,ConLI,Normal,110000
441,20,RL,Pave,Reg,1Fam,10,2008,2008,Stone,Ex,Y,2402,2,0,2,1,Ex,10,2,3,0,4,2009,WD,Normal,555000
442,90,RL,Pave,Reg,Duplex,4,1955,1955,BrkFace,TA,N,1440,2,0,4,2,Fa,8,0,0,0,9,2008,WD,Normal,118000
443,50,RM,Pave,Reg,1Fam,5,1930,1992,None,TA,Y,1573,2,0,3,1,TA,8,1,2,0,6,2008,WD,Normal,162900
444,120,RL,Pave,Reg,TwnhsE,7,2006,2007,BrkFace,Ex,Y,1258,2,0,2,1,Gd,6,1,3,0,6,2007,New,Partial,172500
445,60,RL,Pave,Reg,1Fam,7,1994,1995,None,Ex,Y,1908,2,1,4,1,Gd,8,1,2,0,7,2008,WD,Normal,210000
446,20,RL,Pave,Reg,1Fam,6,1956,1956,None,Fa,Y,1689,1,0,3,1,TA,7,1,2,0,11,2009,COD,Normal,127500
447,20,RL,Pave,IR1,1Fam,6,1966,2002,None,Ex,Y,1888,2,1,2,1,Gd,6,1,2,0,6,2010,WD,Normal,190000
448,60,RL,Pave,IR1,1Fam,7,1998,1999,None,Gd,Y,1886,2,1,4,1,Gd,10,1,2,0,7,2006,WD,Normal,199900
449,50,RM,Pave,Reg,1Fam,6,1937,1950,None,TA,Y,1376,2,0,3,1,TA,7,1,1,0,6,2006,WD,Normal,119500
450,50,RM,Pave,Reg,1Fam,3,1948,2002,None,Ex,Y,1183,1,1,2,1,TA,6,0,1,0,6,2007,WD,Normal,120000
451,30,RM,Pave,Reg,1Fam,6,1930,2005,None,Ex,Y,813,1,0,2,1,Gd,5,0,1,0,6,2006,WD,Normal,110000
452,20,RL,Pave,IR1,1Fam,7,1975,1975,None,TA,Y,1533,2,0,2,1,Gd,5,2,2,0,12,2006,WD,Normal,280000
453,60,RL,Pave,IR1,1Fam,6,1996,1997,BrkFace,Ex,Y,1756,2,1,3,1,TA,7,0,2,0,7,2007,WD,Normal,204000
454,60,FV,Pave,Reg,1Fam,8,2008,2008,None,Ex,Y,1590,2,1,3,1,Gd,6,0,2,0,6,2009,WD,Normal,210000
455,90,RL,Pave,Reg,Duplex,5,1976,1976,None,TA,Y,1728,2,0,4,2,TA,8,0,2,0,7,2006,WD,Family,188000
456,20,RL,Pave,Reg,1Fam,7,1973,1973,BrkFace,Fa,Y,1242,1,1,3,1,TA,6,1,2,0,9,2007,WD,Normal,175500
457,70,RM,Pave,Reg,1Fam,5,1916,1950,None,Fa,N,1344,1,0,4,1,TA,7,0,3,0,5,2008,COD,Abnorml,98000
458,20,RL,Pave,IR1,1Fam,4,1954,1994,None,Ex,Y,1663,1,0,2,1,Gd,6,2,2,0,3,2008,WD,Normal,256000
459,70,RM,Pave,Reg,1Fam,8,1925,1996,None,Fa,Y,1666,1,0,3,1,Gd,7,1,1,0,6,2008,WD,Normal,161000
460,50,RL,Pave,IR1,1Fam,5,1950,1950,BrkCmn,TA,Y,1203,1,0,3,1,Gd,5,1,1,0,7,2009,WD,Normal,110000
461,60,FV,Pave,IR1,1Fam,8,2009,2009,Stone,Ex,Y,1935,2,1,3,1,TA,8,0,2,0,12,2009,New,Partial,263435
462,70,RL,Pave,Reg,1Fam,7,1936,2007,None,Ex,Y,1135,1,0,3,1,Gd,6,0,2,0,4,2009,WD,Normal,155000
463,20,RL,Pave,IR1,1Fam,5,1965,1965,None,Gd,Y,864,1,0,3,1,TA,5,1,1,0,12,2009,WD,Normal,62383
464,70,RL,Pave,IR1,1Fam,6,1934,1995,None,Fa,Y,1660,1,1,3,1,TA,6,1,1,0,8,2008,WD,Normal,188700
465,20,RL,Pave,Reg,1Fam,5,1978,1978,BrkFace,TA,Y,1040,2,0,3,1,TA,5,0,0,0,8,2009,WD,Normal,124000
466,120,RM,Pave,Reg,TwnhsE,7,2004,2004,BrkFace,Ex,Y,1414,2,0,2,1,Gd,6,1,2,0,5,2006,WD,Normal,178740
467,20,RL,Pave,Reg,1Fam,7,1970,1970,None,TA,Y,1277,1,0,2,1,TA,5,1,2,0,4,2007,WD,Normal,167000
468,70,RL,Pave,Reg,1Fam,5,1942,1995,Stone,Ex,Y,1644,1,1,3,1,Gd,7,2,1,0,6,2007,WD,Normal,146500
469,20,RL,Pave,IR1,1Fam,8,2006,2006,Stone,Ex,Y,1634,2,0,3,1,Gd,7,1,3,0,5,2007,WD,Normal,250000
470,60,RL,Pave,IR1,1Fam,6,1993,1993,BrkFace,Ex,Y,1710,2,1,3,1,Gd,7,0,2,0,6,2008,WD,Normal,187000
471,120,RL,Pave,IR1,TwnhsE,8,1985,1985,None,TA,Y,1502,1,1,1,1,Gd,4,0,2,0,6,2010,WD,Normal,212000
472,60,RL,Pave,Reg,1Fam,7,1977,1977,None,TA,Y,1969,2,1,3,1,TA,8,1,2,0,11,2007,WD,Normal,190000
473,180,RM,Pave,Reg,TwnhsE,6,2005,2005,BrkFace,Ex,Y,1072,1,0,2,1,TA,5,0,2,0,6,2008,WD,Normal,148000
474,20,RL,Pave,IR1,1Fam,8,2006,2007,BrkFace,Ex,Y,1976,2,0,2,1,Gd,7,1,3,0,7,2007,New,Partial,440000
475,120,RL,Pave,Reg,TwnhsE,8,2000,2000,None,Ex,Y,1652,2,0,2,1,Ex,6,0,2,0,8,2007,WD,Normal,251000
476,20,RL,Pave,Reg,1Fam,5,1963,1963,None,TA,Y,970,1,0,2,1,TA,5,0,2,0,7,2007,WD,Normal,132500
477,20,RL,Pave,Reg,1Fam,6,1997,1998,BrkFace,Ex,Y,1493,2,0,3,1,Gd,7,1,2,0,4,2008,WD,Normal,208900
478,60,RL,Pave,Reg,1Fam,9,2006,2006,BrkFace,Ex,Y,2643,2,1,3,1,Ex,9,1,3,0,3,2007,WD,Normal,380000
479,20,RL,Pave,Reg,1Fam,8,2007,2008,Stone,Ex,Y,1718,2,0,3,1,Gd,7,1,3,0,9,2009,WD,Normal,297000
480,30,RM,Pave,Reg,1Fam,4,1937,2000,BrkCmn,TA,Y,1131,1,0,2,1,TA,7,0,2,0,3,2007,WD,Alloca,89471
481,20,RL,Pave,IR1,1Fam,9,2004,2005,BrkFace,Ex,Y,1850,2,0,3,1,Gd,8,1,3,0,3,2006,WD,Normal,326000
482,20,RL,Pave,IR1,1Fam,9,2003,2004,BrkFace,Ex,Y,1792,2,0,2,1,Ex,6,1,3,0,8,2006,WD,Normal,374000
483,70,RM,Pave,Reg,1Fam,7,1915,2005,None,Ex,Y,1826,1,1,4,1,Ex,7,1,1,0,6,2009,WD,Normal,155000
484,120,RM,Pave,Reg,Twnhs,6,1998,1998,BrkFace,Ex,Y,1216,2,0,2,1,TA,5,0,2,0,5,2006,WD,Normal,164000
485,20,RL,Pave,IR1,1Fam,5,1962,2001,None,Gd,Y,999,1,0,3,1,Gd,6,0,1,0,3,2007,WD,Normal,132500
486,20,RL,Pave,Reg,1Fam,5,1950,2007,None,Gd,Y,1113,1,0,3,1,Gd,5,1,1,0,7,2009,WD,Normal,147000
487,20,RL,Pave,Reg,1Fam,5,1965,1965,BrkFace,TA,Y,1073,1,1,3,1,TA,6,0,2,0,6,2007,WD,Normal,156000
488,20,RL,Pave,IR1,1Fam,5,1971,1971,None,Gd,Y,1484,2,0,3,1,TA,7,1,2,0,2,2007,WD,Normal,175000
489,190,RL,Pave,Reg,2fmCon,5,1900,1970,None,TA,N,2414,2,0,3,2,TA,10,1,2,0,5,2006,ConLD,Normal,160000
490,180,RM,Pave,Reg,Twnhs,4,1970,2002,None,TA,Y,630,1,0,1,1,Gd,3,0,1,0,5,2009,WD,Normal,86000
491,160,RM,Pave,Reg,TwnhsE,5,1976,1976,None,TA,Y,1304,1,1,3,1,TA,4,1,1,0,6,2008,WD,Normal,115000
492,50,RL,Pave,Reg,1Fam,6,1941,1950,None,TA,Y,1578,1,0,3,1,Fa,5,2,1,0,8,2006,WD,Normal,133000
493,60,RL,Pave,IR1,1Fam,6,2006,2006,None,Gd,Y,1456,2,1,3,1,TA,8,0,2,0,5,2006,New,Partial,172785
494,20,RL,Pave,Reg,1Fam,5,1960,1960,None,TA,Y,1269,1,1,3,1,TA,6,1,1,0,6,2008,WD,Normal,155000
495,30,RM,Pave,Reg,1Fam,5,1938,1996,None,Gd,Y,886,1,0,2,1,TA,4,0,1,0,12,2009,WD,Normal,91300
496,30,C (all),Pave,Reg,1Fam,4,1920,1950,None,TA,N,720,1,0,2,1,TA,4,0,0,0,11,2009,WD,Abnorml,34900
497,20,RL,Pave,IR1,1Fam,8,1992,1993,None,Ex,Y,3228,3,0,4,1,Gd,10,1,2,0,5,2007,WD,Normal,430000
498,50,RL,Pave,Reg,1Fam,7,1925,1950,None,Ex,Y,1820,2,0,4,1,TA,8,0,1,0,6,2008,WD,Normal,184000
499,20,RL,Pave,Reg,1Fam,5,1967,2004,BrkFace,Ex,Y,899,1,0,3,1,Gd,5,0,1,0,6,2009,WD,Normal,130000
500,20,RL,Pave,IR1,1Fam,5,1958,1985,None,Fa,Y,912,1,0,2,1,TA,5,0,1,480,6,2007,WD,Normal,120000
501,160,RM,Pave,Reg,Twnhs,6,1973,1973,BrkFace,TA,Y,1218,1,1,3,1,TA,7,0,1,0,5,2007,WD,Normal,113000
502,60,FV,Pave,Reg,1Fam,7,2005,2005,None,Gd,Y,1768,2,1,3,1,Gd,7,0,2,0,2,2008,WD,Normal,226700
503,20,RL,Pave,Reg,1Fam,5,1965,1965,None,Ex,Y,1214,1,0,2,1,TA,6,0,2,400,4,2007,WD,Normal,140000
504,20,RL,Pave,IR1,1Fam,7,1959,1997,None,TA,Y,1801,2,0,1,1,TA,6,2,2,0,3,2010,WD,Normal,289000
505,160,RL,Pave,Reg,TwnhsE,6,1974,1974,None,TA,Y,1322,2,1,3,1,TA,6,1,2,0,6,2009,WD,Normal,147000
506,90,RM,Pave,Reg,Duplex,5,1952,1952,BrkFace,Gd,Y,1960,2,0,4,2,TA,10,0,2,0,7,2009,COD,Normal,124500
507,60,RL,Pave,IR1,1Fam,8,1993,1994,BrkFace,Ex,Y,1911,2,1,3,1,Gd,8,1,2,0,9,2006,WD,Normal,215000
508,20,FV,Pave,IR1,1Fam,6,2009,2009,None,Ex,Y,1218,2,0,2,1,Gd,4,0,2,0,9,2009,New,Partial,208300
509,70,RM,Pave,Reg,1Fam,7,1928,2005,None,Ex,Y,1378,2,0,3,1,Gd,7,1,2,0,10,2008,WD,Normal,161000
510,20,RL,Pave,Reg,1Fam,5,1959,1959,BrkFace,Ex,Y,1041,1,0,3,1,TA,6,0,1,0,7,2009,WD,Normal,124500
511,20,RL,Pave,Reg,1Fam,5,1951,2000,BrkCmn,Ex,Y,1363,1,0,2,1,TA,6,2,1,2000,6,2009,WD,Normal,164900
512,120,RL,Pave,IR1,TwnhsE,7,2005,2006,Stone,Ex,Y,1368,2,0,2,1,Gd,6,1,2,0,3,2006,New,Partial,202665
513,20,RL,Pave,Reg,1Fam,5,1958,1958,None,TA,Y,864,1,0,3,1,TA,5,0,2,0,7,2006,WD,Normal,129900
514,20,RL,Pave,Reg,1Fam,6,1983,1983,None,TA,Y,1080,1,1,3,1,TA,5,0,2,0,6,2007,WD,Normal,134000
515,45,RL,Pave,Reg,1Fam,5,1926,1950,None,Fa,N,789,1,0,2,1,TA,5,0,1,0,6,2007,WD,Normal,96500
516,20,RL,Pave,Reg,1Fam,10,2009,2009,BrkFace,Ex,Y,2020,2,1,3,1,Ex,9,1,3,0,9,2009,New,Partial,402861
517,80,RL,Pave,IR1,1Fam,6,1972,1972,BrkFace,TA,Y,2119,2,1,3,1,TA,7,1,2,0,8,2009,COD,Abnorml,158000
518,60,RL,Pave,IR1,1Fam,7,1996,1997,BrkFace,Ex,Y,2344,2,1,3,1,Gd,7,1,3,0,7,2009,WD,Normal,265000
519,60,RL,Pave,IR1,1Fam,6,1998,1998,None,Ex,Y,1796,2,1,3,1,TA,7,0,2,0,5,2007,WD,Normal,211000
520,70,RL,Pave,Reg,1Fam,7,1926,2004,None,Ex,Y,2080,1,1,3,1,Gd,9,2,1,0,6,2009,WD,Normal,234000
521,190,RL,Pave,Reg,2fmCon,4,1900,2000,None,TA,N,1294,2,0,3,2,TA,7,0,0,0,8,2008,WD,Normal,106250
522,20,RL,Pave,IR1,1Fam,6,1957,1957,None,Ex,Y,1244,1,1,3,1,TA,6,2,1,0,5,2007,WD,Normal,150000
523,50,RM,Pave,Reg,1Fam,6,1947,1950,None,Ex,Y,1664,2,0,3,1,TA,7,2,2,0,10,2006,WD,Normal,159000
524,60,RL,Pave,IR1,1Fam,10,2007,2008,Stone,Ex,Y,4676,3,1,3,1,Ex,11,1,3,0,10,2007,New,Partial,184750
525,60,RL,Pave,IR1,1Fam,7,1996,1997,BrkFace,Ex,Y,2398,2,1,3,1,Gd,8,1,3,0,8,2007,WD,Normal,315750
526,20,FV,Pave,Reg,1Fam,7,2005,2005,None,Ex,Y,1266,2,0,3,1,Gd,6,1,2,0,4,2006,WD,Normal,176000
527,20,RL,Pave,Reg,1Fam,5,1956,2000,None,TA,Y,928,1,0,2,1,TA,4,0,1,0,6,2007,WD,Normal,132000
528,60,RL,Pave,IR1,1Fam,9,2008,2008,Stone,Ex,Y,2713,2,1,3,1,Ex,11,1,3,0,11,2008,New,Partial,446261
529,30,RL,Pave,IR1,1Fam,4,1920,2002,None,Ex,Y,605,1,0,2,1,TA,5,0,0,0,7,2007,WD,Normal,86000
530,20,RL,Pave,IR1,1Fam,6,1957,1975,NA,TA,Y,2515,3,0,4,2,TA,9,2,2,0,3,2007,WD,Alloca,200624
531,80,RL,Pave,Reg,1Fam,6,1988,1989,BrkFace,Ex,Y,1509,2,0,3,1,Gd,5,1,2,0,8,2008,WD,Abnorml,175000
532,70,RM,Pave,IR1,1Fam,6,1920,1999,None,Ex,Y,1362,2,0,3,1,TA,6,0,2,0,6,2008,WD,Normal,128000
533,20,RL,Pave,Reg,1Fam,5,1955,2007,None,Ex,Y,827,1,0,2,1,TA,5,1,1,0,4,2010,WD,Normal,107500
534,20,RL,Pave,Reg,1Fam,1,1946,1950,None,Fa,N,334,1,0,1,1,Fa,2,0,0,0,1,2007,WD,Normal,39300
535,60,RL,Pave,IR1,1Fam,8,2004,2004,None,Ex,Y,1414,2,1,3,1,Gd,6,1,2,0,10,2006,WD,Normal,178000
536,190,RL,Pave,Reg,2fmCon,5,1910,1991,None,TA,Y,1347,1,0,3,1,TA,5,0,0,0,1,2008,WD,Normal,107500
537,60,RL,Pave,IR1,1Fam,7,1998,1999,None,Ex,Y,1724,2,1,3,1,Gd,8,0,2,0,7,2008,WD,Normal,188000
538,20,RL,Pave,IR1,1Fam,4,1972,1972,None,TA,Y,864,1,0,3,1,TA,5,0,2,0,4,2008,COD,Normal,111250
539,20,RL,Pave,IR1,1Fam,5,1968,1968,BrkFace,TA,Y,1159,1,1,3,1,TA,7,1,1,0,7,2006,WD,Normal,158000
540,20,RL,Pave,Reg,1Fam,8,2001,2002,BrkFace,Ex,Y,1601,2,0,3,1,Gd,6,1,2,2000,5,2010,WD,Normal,272000
541,20,RL,Pave,Reg,1Fam,9,2006,2006,BrkFace,Ex,Y,1838,2,0,2,1,Ex,8,1,3,0,3,2009,WD,Normal,315000
542,60,RL,Pave,Reg,1Fam,8,2000,2000,BrkFace,Ex,Y,2285,2,1,4,1,Gd,8,1,3,0,6,2007,WD,Normal,248000
543,20,RL,Pave,Reg,1Fam,7,1998,1999,None,Ex,Y,1680,2,0,3,1,Gd,7,1,2,0,6,2009,WD,Normal,213250
544,120,RH,Pave,Reg,TwnhsE,7,1998,1998,BrkFace,Ex,Y,767,1,0,1,1,TA,4,0,1,0,6,2007,WD,Normal,133000
